Name,Team,Url,Type,ValueinCR,Full Name,Born,Age,National Side,Batting Style,Bowling,Sport,MatchPlayed,InningsBatted,NotOuts,RunsScored,HighestInnScore,100s,50s,4s,6s,BattingAVG,BattingS/R,CatchesTaken,StumpingsMade,Ducks,R/O,InningsBowled,Overs,Maidens,RunsConceded,Wickets,Best,3s,5s,BowlingAVG,EconomyRate,S/R,Mtc
Shivam Mavi,KKR,https://sports.ndtv.com/cricket/players/108563-shivam-mavi-playerprofile,All-Rounder ,7.25,Shivam Pankaj Mavi,"November 26, 1998 Noida, Uttar Pradesh","23 Years, 3 Months, 19 Days",India,Right Handed,Right-arm fast medium,IPL,26,9,2,48,20 v CSK,0,0,4,2,6.85,97.95,12,0,3,0,26,86.1,2,715,25,4/21 v RR,0,0,28.60,8.29,20.68,26
Pat Cummins,KKR,https://sports.ndtv.com/cricket/players/1656-pat-cummins-playerprofile,All-Rounder ,7.25,Patrick James Cummins,"May 8, 1993 Westmead, Sydney","28 Years, 10 Months, 7 Days",Australia,Right Handed,Right-arm fast,IPL,37,26,10,316,66* v CSK,0,2,19,20,19.75,140.44,7,0,4,0,37,139,1,1145,38,4/34 v RR,2,0,30.13,8.23,21.94,37
Sunil Narine,KKR,https://sports.ndtv.com/cricket/players/1456-sunil-narine-playerprofile,All-Rounder ,6.00,Sunil Philip Narine,"May 26, 1988 Arima","33 Years, 9 Months, 20 Days",West Indies,Left Handed,Off break,IPL,134,76,15,954,75 v PBKS,0,4,106,57,15.63,161.69,21,0,13,5,133,520.1,3,3508,143,5/19 v PBKS,6,1,24.53,6.74,21.82,133
Umesh Yadav,KKR,https://sports.ndtv.com/cricket/players/1258-umesh-yadav-playerprofile,Bowler ,2.00,Umeshkumar Tilak Yadav,"October 25, 1987 Nagpur, Maharashtra","34 Years, 4 Months, 22 Days",India,Right Handed,Right-arm fast,IPL,121,38,24,122,24* v RR,0,0,11,4,8.71,95.31,29,0,11,2,120,420.2,3,3579,119,4/24 v RR,12,0,30.07,8.51,21.19,120
Sam Billings,KKR,https://sports.ndtv.com/cricket/players/51406-samuel-william-billings-playerprofile,Wicket-Keeper ,2.00,Samuel William Billings,"June 15, 1991 Pembury, Kent","30 Years, 9 Months, 1 Days",England,Right Handed,,,22,19,0,334,56 v KKR,0,3,31,10,17.57,133.60,13,0,3,1,,,,,,,,,,,,
Tim Southee,KKR,https://sports.ndtv.com/cricket/players/1032-tim-southee-playerprofile,Bowler ,1.50,Timothy Grant Southee,"December 11, 1988 Whangarei, Northland","33 Years, 3 Months, 4 Days",New Zealand,Right Handed,Right-arm medium fast,IPL,43,15,6,118,36* v CSK,0,0,8,4,13.11,124.21,19,0,1,3,43,160,2,1388,31,3/24 v SRH,2,0,44.77,8.67,30.96,43
Alex Hales,KKR,https://sports.ndtv.com/cricket/players/1562-alex-hales-playerprofile,Batsman ,1.50,Alexander Daniel Hales,"January 3, 1989 Hillingdon, Middlesex","33 Years, 2 Months, 12 Days",England,Right Handed,Right-arm medium,,6,6,0,148,45 v DC,0,0,13,6,24.66,125.42,2,0,,,,,,,,,,,,,,
Mohammad Nabi,KKR,https://sports.ndtv.com/cricket/players/1313-mohammad-nabi-playerprofile,All-Rounder ,1.00,Mohammad Nabi,"January 1, 1985 Loger, Afghanistan","37 Years, 2 Months, 14 Days",Afghanistan,Right Handed,Off break,IPL,17,14,2,180,31 v MI,0,0,16,9,15.00,151.26,11,0,0,1,17,57.1,0,408,13,4/11 v RCB,0,0,31.38,7.13,26.38,17
Ajinkya Rahane,KKR,https://sports.ndtv.com/cricket/players/965-ajinkya-rahane-playerprofile,Batsman ,1.00,Ajinkya Madhukar Rahane,"June 6, 1988 Ashwi-KD,Maharashtra","33 Years, 9 Months, 9 Days",India,Right Handed,Right-arm medium,IPL,151,141,16,3941,105* v DC,2,28,417,76,31.52,121.33,58,0,13,7,1,1,0,5,1,1/5 v PBKS,0,0,5.00,5.00,6.00,1
Sheldon Jackson,KKR,https://sports.ndtv.com/cricket/players/27641-sheldon-philip-jackson-playerprofile,Wicket-Keeper ,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rinku Singh,KKR,https://sports.ndtv.com/cricket/players/106742-rinku-singh-playerprofile,Batsman ,0.55,Rinku Khanchand Singh,"October 12, 1997 Aligarh, Uttar Pradesh","24 Years, 5 Months, 3 Days",India,Left Handed,Off break,,10,8,1,77,30 v SRH,0,0,6,2,11.00,101.31,6,0,0,0,,,,,,,,,,,,
Ashok Sharma,KKR,https://sports.ndtv.com/cricket/players/115359-ashok-sharma-playerprofile,Bowler ,0.55,Ashok Sharma,"June 17, 2002 ","19 Years, 8 Months, 28 Days",India,Right Handed,Right-arm medium fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chamika Karunaratne,KKR,https://sports.ndtv.com/cricket/players/64316-chamika-karunaratne-playerprofile,All-Rounder ,0.50,Chamika Karunaratne,"May 29, 1996","25 Years, 9 Months, 17 Days",Sri Lanka,,,Cricket,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abhijeet Tomar,KKR,https://sports.ndtv.com/cricket/players/108580-abhijeet-tomar-playerprofile,Batsman ,0.40,Abhijeet Tomar,"March 14, 1995 Jaipur, Rajasthan","27 Years, 0 Months, 2 Days",India,Right Handed,Off break,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anukul Roy,KKR,https://sports.ndtv.com/cricket/players/108575-anukul-roy-playerprofile,All-Rounder ,0.20,Anukul Sudhakar Roy,"November 30, 1998 Saraikela Kharswan, Jharkhand","23 Years, 3 Months, 15 Days",India,Left Handed,Slow left-arm orthodox,IPL,1,0,0,,,0,0,0,0,,0.00,,,0,0,1,2,0,11,1,1/11 v CSK,0,0,11.00,5.50,12.00,1
Pratham Singh,KKR,https://sports.ndtv.com/cricket/players/107537-pratham-singh-playerprofile,Batsman ,0.20,Pratham Singh,"August 31, 1992 Delhi","29 Years, 6 Months, 15 Days",India,Left Handed,Off break,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasikh Dar,KKR,https://sports.ndtv.com/cricket/players/110974-rasikh-salam-playerprofile,Bowler ,0.20,Rasikh Salam Dar,"April 5, 2001 ","20 Years, 11 Months, 10 Days",India,Right Handed,Right-arm medium,IPL,1,1,1,5,5* v DC,0,0,0,0,,125.00,1,0,0,0,1,4,0,42,0,0/42 v DC,0,0,,10.50,,1
Ramesh Kumar,KKR,https://sports.ndtv.com/cricket/players/115360-ramesh-kumar-playerprofile,Batsman ,0.20,Ramesh Kumar,"January 1, 1999 ","23 Years, 2 Months, 14 Days",India,Left Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aman Khan,KKR,https://sports.ndtv.com/cricket/players/115300-aman-khan-playerprofile,All-Rounder ,0.20,Aman Hakim Khan,"November 23, 1996 ","25 Years, 3 Months, 22 Days",India,Right Handed,Right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baba Indrajith,KKR,https://sports.ndtv.com/cricket/players/64703-baba-indrajith-playerprofile,Wicket-Keeper ,0.20,Baba Indrajith,"July 8, 1994 Madras (now Chennai)","27 Years, 8 Months, 7 Days",India,Right Handed,Leg break googly,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rishabh Pant,DC,https://sports.ndtv.com/cricket/players/107048-rishabh-pant-playerprofile,Wicket-Keeper ,16.00,Rishabh Rajendra Pant,"October 4, 1997 Haridwar, Uttarakhand","24 Years, 5 Months, 11 Days",India,Left Handed,,,84,84,13,2498,128* v SRH,1,15,225,113,35.18,147.46,56,14,4,6,,,,,,,,,,,,
Shardul Thakur,DC,https://sports.ndtv.com/cricket/players/63779-shardul-narendra-thakur-playerprofile,Bowler ,10.75,Shardul Narendra Thakur,"October 16, 1991 Palghar, Maharashtra","30 Years, 5 Months, 0 Days",India,Right Handed,Right-arm medium fast,IPL,61,14,6,53,15* v SRH,0,0,5,1,6.62,112.76,17,0,5,2,60,210,2,1867,67,3/19 v PBKS,5,0,27.86,8.89,18.80,60
Axar Patel,DC,https://sports.ndtv.com/cricket/players/63024-akshar-rajeshbhai-patel-playerprofile,All-Rounder ,9.00,Axar Rajeshbhai Patel,"January 20, 1994 Anand, Gujarat","28 Years, 1 Months, 23 Days",India,Left Handed,Slow left-arm orthodox,IPL,109,78,23,953,44 v DC,0,0,55,44,17.32,125.23,44,0,7,6,108,382.3,2,2762,95,4/21 v GL,3,0,29.07,7.22,24.15,108
Prithvi Shaw,DC,https://sports.ndtv.com/cricket/players/107533-prithvi-shaw-playerprofile,Batsman ,7.50,Prithvi Pankaj Shaw,"November 9, 1999 Thane, Maharashtra","22 Years, 4 Months, 7 Days",India,Right Handed,Off break,,53,53,0,1305,99 v KKR,0,10,155,45,24.62,146.30,11,0,4,3,,,,,,,,,,,,
Mitchell Marsh,DC,https://sports.ndtv.com/cricket/players/1425-mitchell-marsh-playerprofile,All-Rounder ,6.50,Mitchell Ross Marsh,"October 20, 1991 Attadale, Perth","30 Years, 4 Months, 27 Days",Australia,Right Handed,Right-arm medium,IPL,21,15,2,225,38 v MI,0,0,9,14,17.30,114.21,7,0,1,1,19,53.1,0,420,20,4/25 v DCH,0,0,21.00,7.89,15.95,19
Anrich Nortje,DC,https://sports.ndtv.com/cricket/players/64072-anrich-nortje-playerprofile,Bowler ,6.50,Anrich Arno Nortje,"November 16, 1993 ","28 Years, 4 Months, -1 Days",South Africa,Right Handed,Right-arm fast,IPL,24,5,4,7,3* v PBKS,0,0,0,0,7.00,116.66,5,0,2,0,24,91.2,1,699,34,3/33 v KKR,2,0,20.55,7.65,16.11,24
David Warner,DC,https://sports.ndtv.com/cricket/players/1285-david-warner-playerprofile,Batsman ,6.25,David Andrew Warner,"October 27, 1986 Paddington, New South Wales","35 Years, 4 Months, 19 Days",Australia,Left Handed,Leg break,IPL,150,150,19,5449,126 v KKR,4,50,525,201,41.59,139.96,68,0,8,9,1,0.1,0,2,0,0/2 v DC,0,0,,12.00,,1
Khaleel Ahmed,DC,https://sports.ndtv.com/cricket/players/107233-khaleel-ahmed-playerprofile,Bowler ,5.25,Khaleel Khursheed Ahmed,"December 5, 1997 Tonk, Rajasthan","24 Years, 3 Months, 10 Days",India,Right Handed,Left-arm medium,IPL,24,3,0,1,1 v MI,0,0,0,0,0.33,20.00,1,0,2,1,24,90.3,0,786,32,3/21 v PBKS,6,0,24.56,8.68,16.96,24
Chetan Sakariya,DC,https://sports.ndtv.com/cricket/players/110598-chetan-sakariya-playerprofile,Bowler ,4.20,Chetan Sakariya,"February 28, 1998 Bhavnagar","24 Years, 0 Months, 15 Days",India,Left Handed,Left-arm medium fast,IPL,14,6,1,16,7 v PBKS,0,0,2,0,3.20,64.00,4,0,2,1,14,52,1,426,14,3/31 v PBKS,2,0,30.42,8.19,22.28,14
Rovman Powell,DC,https://sports.ndtv.com/cricket/players/107485-rovman-powell-playerprofile,Batsman ,2.80,Rovman Powell,"July 23, 1993 ","28 Years, 7 Months, 23 Days",West Indies,Right Handed,Right-arm medium fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuldeep Yadav,DC,https://sports.ndtv.com/cricket/players/63624-kuldeep-yadav-playerprofile,Bowler ,2.00,Kuldeep Yadav,"December 14, 1994 Kanpur, Uttar Pradesh","27 Years, 3 Months, 1 Days",India,Left Handed,Slow left-arm chinaman,IPL,45,11,5,57,16 v MI,0,0,5,0,9.50,76.00,11,0,3,3,43,149.2,0,1236,40,4/20 v RR,2,0,30.90,8.27,22.40,43
Srikar Bharat,DC,https://sports.ndtv.com/cricket/players/60643-kona-srikar-bharat-playerprofile,Wicket-Keeper ,2.00,Kona Srikar Bharat,"October 3, 1993 Visakhapatnam, Andhra Pradesh","28 Years, 5 Months, 12 Days",India,Right Handed,,,8,7,2,191,78* v DC,0,1,10,8,38.20,122.43,4,1,1,0,,,,,,,,,,,,
Mustafizur Rahman,DC,https://sports.ndtv.com/cricket/players/64306-mustafizur-rahman-playerprofile,Bowler ,2.00,Mustafizur Rahman,"September 6, 1995 Satkhira","26 Years, 6 Months, 10 Days",Bangladesh,Left Handed,Left-arm fast medium,IPL,38,7,6,9,8* v MI,0,0,0,1,9.00,52.94,5,0,5,0,38,143,1,1121,38,3/16 v MI,3,0,29.50,7.83,22.57,38
Kamlesh Nagarkoti,DC,https://sports.ndtv.com/cricket/players/108584-kamlesh-nagarkoti-playerprofile,All-Rounder ,1.10,Kamlesh Lachham Nagarkoti,"December 28, 1999 Barmer, Rajasthan","22 Years, 2 Months, 19 Days",India,Right Handed,Right-arm fast,IPL,11,7,3,22,8* v RR,0,0,1,0,5.50,66.66,4,0,2,0,10,28,0,256,5,2/13 v RR,0,0,51.20,9.14,33.60,10
Mandeep Singh,DC,https://sports.ndtv.com/cricket/players/1429-mandeep-singh-playerprofile,Batsman ,1.10,Mandeep Singh,"December 18, 1991 Jalandhar, Punjab","30 Years, 2 Months, 29 Days",India,Right Handed,Right-arm medium,IPL,105,92,16,1674,77* v PWI,0,6,172,37,22.02,124.09,37,0,12,3,2,2,0,26,0,0/8 v RR,0,0,,13.00,,2
Lalit Yadav,DC,https://sports.ndtv.com/cricket/players/108549-lalit-yadav-playerprofile,All-Rounder ,0.65,Lalit Yadav,"January 3, 1997 Delhi","25 Years, 2 Months, 12 Days",India,Right Handed,Off break,IPL,7,5,3,68,22* v MI,0,0,7,0,34.00,93.15,5,0,1,0,5,14,0,101,4,2/13 v KKR,0,0,25.25,7.21,21.00,5
Yash Dhull,DC,https://sports.ndtv.com/cricket/players/114978-yash-dhull-playerprofile,All-Rounder ,0.50,Yash Vijay Dhull,"November 11, 2002 ","19 Years, 4 Months, 4 Days",India,Right Handed,Off break,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lungi Ngidi,DC,https://sports.ndtv.com/cricket/players/64640-lungisani-ngidi-playerprofile,Bowler ,0.50,Lungisani True-man Ngidi,"March 29, 1996 Durban, Natal","25 Years, 11 Months, 17 Days",South Africa,Right Handed,Right-arm fast medium,IPL,14,0,0,,,0,0,0,0,,0.00,2,0,0,0,14,54,2,448,25,4/10 v PBKS,3,0,17.92,8.29,12.96,14
Tim Seifert,DC,https://sports.ndtv.com/cricket/players/64292-tim-l-seifert-playerprofile,Wicket-Keeper ,0.50,Tim Louis Seifert,"December 14, 1994 Wanganui","27 Years, 3 Months, 1 Days",New Zealand,Right Handed,,,1,1,0,2,2 v PBKS,0,0,0,0,2.00,50.00,,,0,1,,,,,,,,,,,,
Pravin Dubey,DC,https://sports.ndtv.com/cricket/players/63981-praveen-dubey-playerprofile,All-Rounder ,0.50,Pravin Dubey,"July 1, 1993 Azamgarh, Uttar Pradesh","28 Years, 8 Months, 14 Days",India,Right Handed,Leg break googly,IPL,3,1,1,7,7* v MI,0,0,0,0,,53.84,1,0,0,0,3,8,0,72,0,0/14 v SRH,0,0,,9.00,,3
Ashwin Hebbar,DC,https://sports.ndtv.com/cricket/players/110570-ashwin-hebbar-playerprofile,Batsman ,0.20,Kattingeri Ashwin Hebbar,"November 15, 1995 Nellore, Andhra Pradesh","26 Years, 4 Months, 1 Days",India,Right Handed,Right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ripal Patel,DC,https://sports.ndtv.com/cricket/players/113434-ripal-patel-playerprofile,All-Rounder ,0.20,Ripal Vinubhai Patel,"September 28, 1995 Nadiad","26 Years, 5 Months, 18 Days",India,Right Handed,Right-arm medium fast,IPL,2,2,1,25,18 v CSK,0,0,3,0,25.00,92.59,,,0,0,1,3,0,22,0,0/22 v RCB,0,0,,7.33,,1
Vicky Ostwal,DC,https://sports.ndtv.com/cricket/players/114987-vicky-ostwal-playerprofile,All-Rounder ,0.20,Vicky Kanhaiya Ostwal,"September 1, 2002 ","19 Years, 6 Months, 14 Days",India,Right Handed,Slow left-arm orthodox,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarfaraz Khan,DC,https://sports.ndtv.com/cricket/players/64385-sarfaraz-naushad-khan-playerprofile,All-Rounder ,0.20,Sarfaraz Naushad Khan,"October 22, 1997 Mumbai","24 Years, 4 Months, 24 Days",India,Right Handed,Leg break,IPL,40,28,9,441,67 v CSK,0,1,50,11,23.21,138.24,6,0,4,1,1,0.2,0,6,0,0/6 v RCB,0,0,,18.00,,1
KL Rahul,LSG,https://sports.ndtv.com/cricket/players/1688-lokesh-rahul-playerprofile,Wicket-keeper ,17.00,Kannaur Lokesh Rahul,"April 18, 1992 Bangalore, Karnataka","29 Years, 10 Months, 27 Days",India,Right Handed,,,94,85,16,3273,132* v RCB,2,27,282,134,47.43,136.37,50,5,2,2,,,,,,,,,,,,
Avesh Khan,LSG,https://sports.ndtv.com/cricket/players/64916-avesh-khan-playerprofile,Bowler ,10.00,Avesh Khan,"December 13, 1996 Indore, Madhya Pradesh","25 Years, 3 Months, 2 Days",India,Right Handed,Right-arm medium fast,IPL,25,2,1,9,5 v KKR,0,0,2,0,9.00,150.00,5,0,0,1,25,91,0,749,29,3/13 v KKR,4,0,25.82,8.23,18.82,25
Marcus Stoinis,LSG,https://sports.ndtv.com/cricket/players/42327-marcus-peter-stoinis-playerprofile,All-Rounder ,9.20,Marcus Peter Stoinis,"August 16, 1989 Perth","32 Years, 7 Months, -1 Days",Australia,Right Handed,Right-arm medium,IPL,56,49,16,914,65 v MI,0,4,76,35,27.69,135.81,12,0,5,2,45,102,0,969,30,4/15 v MI,2,0,32.30,9.50,20.40,45
Jason Holder,LSG,https://sports.ndtv.com/cricket/players/1446-jason-holder-playerprofile,All-Rounder ,8.75,Jason Omar Holder,"November 5, 1991 Barbados","30 Years, 4 Months, 11 Days",West Indies,Right Handed,Right-arm medium fast,IPL,26,16,3,189,47* v PBKS,0,0,11,11,14.53,121.15,7,0,1,2,26,95.5,0,786,35,4/52 v MI,5,0,22.45,8.20,16.42,26
Krunal Pandya,LSG,https://sports.ndtv.com/cricket/players/64213-krunal-himashu-pandya-playerprofile,All-Rounder ,8.25,Krunal Himashu Pandya,"March 24, 1991 Ahmedabad, Gujarat","30 Years, 11 Months, 23 Days",India,Left Handed,Slow left-arm orthodox,IPL,84,72,22,1143,86 v DC,0,1,105,46,22.86,138.54,28,0,6,4,81,240.4,0,1773,51,3/14 v GL,4,0,34.76,7.36,28.31,81
Mark Wood,LSG,https://sports.ndtv.com/cricket/players/51060-mark-andrew-wood-playerprofile,Bowler ,7.50,Mark Andrew Wood,"January 11, 1990 Ashington, Northumberland","32 Years, 2 Months, 4 Days",England,Right Handed,Right-arm fast,IPL,1,1,0,1,1 v MI,0,0,0,0,1.00,33.33,1,0,0,0,1,4,0,49,0,0/49 v MI,0,0,,12.25,,1
Quinton de Kock,LSG,https://sports.ndtv.com/cricket/players/1577-quinton-de-kock-playerprofile,Wicket-Keeper ,6.75,Quinton de Kock,"December 17, 1992 Johannesburg, Gauteng","29 Years, 2 Months, 29 Days",South Africa,Left Handed,,,77,77,5,2256,108 v RCB,1,16,230,83,31.33,130.93,53,14,3,3,,,,,,,,,,,,
Deepak Hooda,LSG,https://sports.ndtv.com/cricket/players/64174-deepak-jagbir-hooda-playerprofile,All-Rounder ,5.75,Deepak Jagbir Hooda,"April 19, 1995 Rohtak","26 Years, 10 Months, 27 Days",India,Right Handed,Off break,IPL,80,61,14,785,64 v RR,0,3,41,38,16.70,129.53,32,0,3,7,28,54.1,0,458,9,2/16 v KKR,0,0,50.88,8.45,36.11,28
Manish Pandey,LSG,https://sports.ndtv.com/cricket/players/1045-manish-pandey-playerprofile,Batsman ,4.60,Manish Krishnanand Pandey,"September 10, 1989 Nainital, Uttaranchal","32 Years, 6 Months, 5 Days",India,Right Handed,Right-arm medium,,154,143,27,3560,114* v DCH,1,21,309,103,30.68,121.83,75,0,13,6,,,,,,,,,,,,
Ravi Bishnoi,LSG,https://sports.ndtv.com/cricket/players/112652-ravi-bishnoi-playerprofile,Bowler ,4.00,Ravi Bishnoi,"September 5, 2000 Jodhpur, Rajasthan","21 Years, 6 Months, 10 Days",India,Right Handed,Leg break googly,IPL,23,4,2,8,6* v SRH,0,0,1,0,4.00,50.00,4,0,1,0,23,87,1,606,24,3/24 v SRH,3,0,25.25,6.96,21.75,23
Evin Lewis,LSG,https://sports.ndtv.com/cricket/players/1682-evin-lewis-playerprofile,Batsman ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dushmantha Chameera,LSG,https://sports.ndtv.com/cricket/players/51217-pathira-vasan-dushmantha-chameera-playerprofile,Bowler ,2.00,Pathira Vasan Dushmantha Chameera,"January 11, 1992 Ragama","30 Years, 2 Months, 5 Days",Sri Lanka,Right Handed,Right-arm fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krishnappa Gowtham,LSG,https://sports.ndtv.com/cricket/players/61268-krishnappa-gowtham-playerprofile,All-Rounder ,0.90,Krishnappa Gowtham,"October 20, 1988 Bangalore, Karnataka","33 Years, 4 Months, 26 Days",India,Right Handed,Off break,IPL,24,19,6,186,33* v MI,0,0,13,12,14.30,169.09,10,0,2,1,24,68,0,562,13,2/12 v PBKS,0,0,43.23,8.26,31.38,24
Kyle Mayers,LSG,https://sports.ndtv.com/cricket/players/50992-kyle-r-mayers-playerprofile,All-Rounder ,0.50,Kyle Rico Mayers,"September 8, 1992 Barbados","29 Years, 6 Months, 7 Days",West Indies,Left Handed,Right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahbaz Nadeem,LSG,https://sports.ndtv.com/cricket/players/1395-shahbaz-nadeem-playerprofile,Bowler ,0.50,Shahbaz Nadeem,"August 12, 1989 Bokaro, Bihar, India","32 Years, 7 Months, 3 Days",India,Right Handed,Slow left-arm orthodox,IPL,72,22,8,39,6 v PWI,0,0,2,0,2.78,44.82,16,0,9,2,70,235.5,2,1784,48,3/16 v DCH,1,0,37.16,7.56,29.47,70
Ankit Rajpoot,LSG,https://sports.ndtv.com/cricket/players/1717-ankit-rajpoot-playerprofile,Bowler ,0.50,Ankit Singh Rajpoot,"December 4, 1993 Kanpur","28 Years, 3 Months, 11 Days",India,Right Handed,Right-arm fast,IPL,29,7,2,26,8 v SRH,0,0,2,1,5.20,63.41,4,0,0,1,29,88.1,1,814,24,5/14 v SRH,1,1,33.91,9.23,22.04,29
Mohsin Khan,LSG,https://sports.ndtv.com/cricket/players/110599-mohsin-khan-playerprofile,Bowler ,0.20,Mohsin Khan,"July 15, 1998 Sambhal, Uttar Pradesh","23 Years, 8 Months, 0 Days",India,Left Handed,Left-arm medium fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayush Badoni,LSG,https://sports.ndtv.com/cricket/players/113432-ayush-badoni-playerprofile,All-Rounder ,0.20,Ayush Badoni,"December 3, 1999 Delhi","22 Years, 3 Months, 13 Days",India,Right Handed,Off break,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karan Sharma,LSG,https://sports.ndtv.com/cricket/players/113438-karan-sharma-playerprofile,All-Rounder ,0.20,Karan Sharma,"October 31, 1998 ","23 Years, 4 Months, 15 Days",India,Right Handed,Off break,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayank Yadav,LSG,https://sports.ndtv.com/cricket/players/115355-mayank-yadav-playerprofile,Bowler ,0.20,Mayank Prabhu Yadav,"June 17, 2002 New Delhi","19 Years, 8 Months, 28 Days",India,Right Handed,Right-arm medium fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manan Vohra,LSG,https://sports.ndtv.com/cricket/players/1689-manan-vohra-playerprofile,Batsman ,0.20,Manan Vohra,"July 18, 1993 Chandigarh, Punjab","28 Years, 7 Months, 28 Days",India,Right Handed,Right-arm medium,,53,49,2,1054,95 v SRH,0,3,102,41,22.42,130.60,13,0,3,4,,,,,,,,,,,,
Rashid Khan,GT,https://sports.ndtv.com/cricket/players/107477-rashid-khan-playerprofile,Bowler ,15.00,Rashid Khan Arman,"September 20, 1998 Nangarhar","23 Years, 5 Months, 25 Days",Afghanistan,Right Handed,Leg break googly,IPL,76,35,11,222,34* v KKR,0,0,17,13,9.25,137.03,20,0,11,2,76,302,4,1912,93,3/7 v DC,10,0,20.55,6.33,19.48,76
Hardik Pandya,GT,https://sports.ndtv.com/cricket/players/64177-hardik-himanshu-pandya-playerprofile,All-Rounder ,15.00,Hardik Himanshu Pandya,"October 11, 1993 Choryasi, Gujarat","28 Years, 5 Months, 4 Days",India,Right Handed,Right-arm medium fast,IPL,92,85,31,1476,91 v KKR,0,4,97,98,27.33,153.91,53,0,5,1,60,144.5,0,1313,42,3/20 v CSK,3,0,31.26,9.06,20.69,60
Lockie Ferguson,GT,https://sports.ndtv.com/cricket/players/64149-lachlan-hammond-ferguson-playerprofile,Bowler ,10.00,Lachlan Hammond Ferguson,"June 13, 1991 Auckland","30 Years, 9 Months, 3 Days",New Zealand,Right Handed,Right-arm fast,IPL,22,6,6,62,24* v PBKS,0,0,5,2,,151.22,3,0,2,0,22,79.5,1,648,24,3/15 v SRH,2,0,27.00,8.11,19.95,22
Rahul Tewatia,GT,https://sports.ndtv.com/cricket/players/64845-rahul-tewatia-playerprofile,All-Rounder ,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubman Gill,GT,https://sports.ndtv.com/cricket/players/108578-shubman-gill-playerprofile,Batsman ,8.00,Shubman Gill,"September 8, 1999 Fazilka, Punjab","22 Years, 6 Months, 8 Days",India,Right Handed,Off break,,58,55,10,1417,76 v MI,0,10,137,36,31.48,123.00,23,0,2,6,,,,,,,,,,,,
Mohammed Shami,GT,https://sports.ndtv.com/cricket/players/1580-shami-ahmed-playerprofile,Bowler ,6.25,Mohammed Shami Ahmed,"September 3, 1990 Amroha, Uttar Pradesh","31 Years, 6 Months, 12 Days",India,Right Handed,Right-arm fast,IPL,77,23,12,69,21 v RCB,0,0,5,2,6.27,94.52,11,0,7,2,77,278.2,1,2402,79,3/15 v DC,6,0,30.40,8.62,21.13,77
Yash Dayal,GT,https://sports.ndtv.com/cricket/players/115307-yash-dayal-playerprofile,Bowler ,3.20,Yash Dayal,"December 13, 1997 ","24 Years, 3 Months, 2 Days",India,Left Handed,Left-arm medium fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravisrinivasan Sai Kishore,GT,https://sports.ndtv.com/cricket/players/107511-ravisrinivasan-sai-kishore-playerprofile,Bowler ,3.00,Ravisrinivasan Sai Kishore,"November 6, 1996 Chennai, Tamil Nadu","25 Years, 4 Months, 9 Days",India,Left Handed,Slow left-arm orthodox,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Miller,GT,https://sports.ndtv.com/cricket/players/1274-david-miller-playerprofile,Batsman ,3.00,David Andrew Miller,"June 10, 1989 Pietermaritzburg, Natal","32 Years, 9 Months, 5 Days",South Africa,Left Handed,Off break,,89,86,26,1974,101* v RCB,1,10,137,90,32.90,136.51,53,0,3,3,,,,,,,,,,,,
Abhinav Manohar,GT,https://sports.ndtv.com/cricket/players/64145-abhinav-manohar-playerprofile,Batsman ,2.60,Abhinav Manohar Sadarangani,"September 16, 1994 Bangalore","27 Years, 6 Months, -1 Days",India,Right Handed,Leg break googly,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzarri Joseph,GT,https://sports.ndtv.com/cricket/players/64674-alzarri-joseph-playerprofile,Bowler ,2.40,Alzarri Shaheim Joseph,"November 20, 1996 Antigua","25 Years, 3 Months, 25 Days",West Indies,Right Handed,Right-arm fast medium,IPL,3,2,2,15,15* v PBKS,0,0,2,0,,115.38,1,0,1,0,3,8.4,1,87,6,6/12 v SRH,0,1,14.50,10.03,8.66,3
